Gene,FDR,FC
Hes2,0.000616645,0.121226407
Hes5,0.027046456,0.635644619
Hexb,0.017005444,1.867063077
Hexim2,0.000159219,0.339712554
Hey2,0.01563446,0.480596611
Heyl,0.000955072,0.246598256
Hhat,0.000150171,4.510460896
Hhatl,0.001358025,0.237975106
Hhip,0.006998035,0.077876513
Hhip,0.000300181,0.179003424
Higd1a,0.003396003,1.820346104
Higd1b,0.000174674,0.318334109
Hinfp,0.000418098,2.049877194
Hint3,0.000973058,2.115817952
Hip1,0.002442027,0.235948661
Hip1,0.001207088,0.248630033
Hipk2,8.25E-05,0.301915371
Hist1h1a,0.073891168,3.306479307
Hist1h1b,0.052509143,4.510586765
Hist1h2ae,0.074100557,1.943427413
Hist1h2ag,0.143228977,2.158152202
Hist1h2ak,0.06607057,2.897607141
Hist1h2an,0.097335591,2.260407892
Hist1h2be,0.002235307,0.297050715
Hist1h2bg,0.082374178,1.695756381
Hist1h2bp,0.070149757,1.749446444
Hist1h3a,0.020475582,3.243836597
Hist1h3g,0.255098159,2.136845766
Hist1h3i,0.048466118,2.804084311
Hist1h4i,0.000930686,2.373797429
Hist1h4i,0.098549204,1.982670062
Hist1h4m,0.016642833,4.921854774
Hist2h2bb,0.021614944,3.413892742
Hist2h3c1,0.109920593,1.996180894
Hlx,0.003592942,0.375736653
Hmbox1,0.000195143,0.483223836
Hmbs,3.88E-05,2.191528575
Hmcn1,0.002663545,0.179831574
Hmcn1,0.001360872,0.206127824
Hmg20a,0.002798077,0.501542097
Hmgb3,0.001908823,2.758775374
Hmgcs2,0.000400716,0.091143596
Hmgcs2,0.041819355,0.387965415
Hmgn3,0.000108984,3.516560733
Hn1l,0.000692333,3.411237483
Hn1l,8.54E-06,3.187133761
Hnf1b,0.004388514,2.46710389
Hnrnph3,0.005817901,0.47246434
Hook1,7.71E-05,3.917630875
Hook1,0.000294029,3.769852968
Hook2,0.000143856,4.553598773
Hook2,5.14E-05,3.705624003
Hook3,0.001063991,0.464806585
Hook3,2.12E-05,0.484187435
Hopx,0.018227539,0.204216285
Hopx,0.022546955,0.224937895
Hoxa1,0.002550549,0.218585462
Hoxa2,0.005140183,0.273988934
Hoxa3,0.001643624,0.298139584
Hoxa4,0.001437851,0.399571347
Hoxa5,0.002832099,0.151826721
Hoxa6,0.007186695,0.402037465
Hoxa7,0.002497857,0.183573376
Hoxb3,0.000418638,0.288847964
Hoxb4,0.008053651,0.185426921
Hoxb5,3.04E-05,0.065661583
Hoxb6,0.000135815,0.207705663
Hoxb7,0.000488977,0.365605971
Hpca,0.002972432,2.268893982
Hpcal1,8.59E-05,0.377272561
Hpcal4,0.000441713,0.287827238
Hpgd,0.000182529,0.019997004
Hpgd,0.00027857,0.020028248
Hps1,0.009329826,2.675231169
Hpse,0.000145089,8.556026878
Hpse,0.002545074,3.573985584
Hr,0.008930092,5.060137852
Hrct1,0.090007844,0.563464706
Hrh1,0.001017823,2.666783597
Hs6st1,0.000170153,2.661023823
Hsbp1l1,0.069256661,2.243627069
Hsd11b1,2.57E-06,0.07289452
Hsd11b1,1.23E-06,0.074127025
Hsd11b1,2.25E-06,0.075823225
Hsd11b1,6.17E-07,0.076186543
Hsd11b1,5.49E-07,0.076406411
Hsd11b1,1.63E-06,0.076658515
Hsd11b1,1.10E-05,0.077535254
Hsd11b1,5.66E-06,0.078617109
Hsd11b1,1.96E-06,0.080786303
Hsd11b1,9.84E-06,0.083128102
Hsd17b2,0.000275472,48.24043164
Hsd17b7,9.91E-06,6.586806682
Hsd17b7,0.000170011,5.773898253
Hsf2bp,0.004338147,3.450964437
Hsh2d,0.0257692,3.29451216
Hspa12b,0.007719736,0.116168629
Hspb2,0.001488737,0.277660473
Hspb7,0.004442923,0.424415121
Hspb7,0.00202048,0.440527356
Hspb7,0.001491349,0.444633722
Hspb7,0.005691845,0.448638614
Hspb7,0.005073693,0.464044843
Hspb7,0.002695061,0.46435572
Htatip2,0.000230586,3.699672625
Htr2c,0.003381108,0.134718353
Htra4,0.00035933,13.76749633
Hyal1,0.000432439,0.294273445
Hyal2,0.000880205,0.179161102
Hydin,0.001515567,0.264018691
Hydin,0.012680556,0.338131548
Icam2,0.000483918,0.049782081
Id2,0.00376571,2.086700626
Id3,0.000328564,0.430321751
Ide,0.000521746,2.203355108
Idh1,0.000175801,2.463500442
Ids,0.000327852,0.406401112
Idua,0.000138087,0.355424092
Ier5l,0.089433064,2.042864095
Iffo1,0.000876805,0.162696531
Ifi202b,0.005829179,7.205362054
Ifi202b,0.0066022,6.41609568
Ifitm1,6.59E-06,23.38618278
Ifltd1,0.066510131,0.388876503
Ift46,0.023374915,0.520294087
Igf2bp2,0.00389435,0.216191611
Igf2bp2,0.002985703,0.227349083
Igf2r,8.29E-05,2.132627644
Igf2r,1.32E-05,2.046738701
Igf2r,0.000202638,2.04542409
Igf2r,0.000206065,2.044182567
Igf2r,0.000215237,2.033611421
Igf2r,0.000255544,2.028728805
Igf2r,0.000186423,2.003537329
Igf2r,2.06E-05,2.000208033
Igfbp2,4.07E-05,0.336958701
Igfbp2,6.69E-05,0.356909863
Igfbp3,0.00068644,5.201836039
Igfbp6,9.41E-05,0.035467184
Iglon5,0.000253262,4.525029711
Igsf10,0.001541605,0.269792492
Igsf10,0.001207296,0.273224733
Igsf3,0.007858937,2.252423828
Igsf8,0.009168165,2.206720753
Igsf9,0.0002085,6.674995467
Ikzf1,0.007294609,0.277668792
Ikzf2,0.00010106,5.920126369
Ikzf2,2.54E-05,5.380309965
Il11,0.003777995,3.70906252
Il11ra1,0.012127255,0.327184156
Il16,0.001509302,0.195296605
Il17d,5.10E-05,0.291992926
Il17rd,0.000664005,0.31343083
Il1f6,0.025886683,7.269312827
Il1f9,0.004186917,6.029328686
Il1rl2,0.006070636,2.819767887
Il1rn,0.001457575,4.606588022
Il20ra,0.001703141,8.345081372
Il22ra2,7.21E-05,0.07844893
Il27ra,0.0010159,0.231894536
Il2rb,0.008874435,0.175462567
Il2rg,0.008072786,0.202548407
Il33,0.045197671,4.042178388
Il4,0.003200846,0.390614145
Il4,0.008489011,0.41488033
Il6,0.001330915,7.455679165
Il6,0.004836494,6.187578449
Il6ra,9.74E-05,0.231293526
Il6st,0.000680371,0.298888779
Ildr1,0.004376328,4.356326862
Ilk,0.000205987,0.423041813
Impa2,0.002032666,2.982555
Impdh1,0.000328866,0.332833746
Inadl,0.008015199,3.030787504
Incenp,0.019879272,2.360653557
Incenp,0.029097485,2.193576903
Inhba,0.000380645,5.717975995
Inhbb,0.000704493,6.269719274
Inmt,0.000744554,0.015085855
Ino80c,0.004431144,2.056639706
Inpp4b,0.003002153,0.257143491
Inpp5a,5.05E-05,0.341962137
Inpp5b,0.001091338,0.346053354
Inpp5b,0.00016709,0.444420598
Inpp5k,0.001071071,0.385099041
Insl5,0.007802674,0.359979209
Ints7,0.000511415,2.129479245
Invs,0.008280037,0.58048044
Ip6k3,0.001578728,0.316519431
Ipo5,0.000381761,2.416284132
Ipo5,0.000266439,2.229426979
Iqca,0.008339853,0.098829722
Iqcd,0.000526888,0.341802836
Iqgap3,0.019651896,3.454760942
Iqsec2,0.001426601,0.40473205
Iqub,0.00225858,0.299865801
Irf6,0.000157797,4.245191485
Irf6,0.000104405,4.142659294
Irf7,0.007126776,6.432213341
Irf8,0.007979304,0.271249964
Iscu,0.002060577,0.497307532
Isg15,0.001313789,4.870049613
Isg15,0.002065654,3.829626045
Isg20,0.003599613,3.819990324
Islr2,0.000303425,3.291581878
Ism1,0.00010741,0.198488584
Itga1,0.000111626,0.115054196
Itga1,2.69E-05,0.199844909
Itga2b,0.001191983,0.220963587
Itga4,0.006518649,0.183233741
Itga4,0.009584578,0.474020644
Itga8,2.36E-06,0.081187026
Itgam,0.008201646,2.252527007
Itgam,0.000463606,0.358308149
Itgav,0.003441473,2.433205071
Itgb4,0.000207238,13.34563311
Itgb7,0.005476134,0.13984707
Itgb8,0.164644425,2.009154716
Itk,0.0003351,0.11228892
Itk,0.002241924,0.282056577
Itpka,0.000724112,0.190227834
Itpkb,0.003399774,0.265017595
Itpkb,0.001670294,0.356669677
Itpkc,0.000231133,2.043618083
Itpr3,0.000497465,2.2518785
Itpr3,0.000195336,2.184198515
Itpr3,9.00E-05,2.184071665
Itpr3,0.000188341,2.16601711
Itpr3,0.000799494,2.163990098
Itpr3,0.000387831,2.162168178
Itpr3,0.000163931,2.147375227
Itpr3,0.000635752,2.072285352
Itpr3,0.000687626,2.068410623
Itpr3,0.000503813,2.048186659
Itpripl2,0.003126577,0.225718249
Itsn1,0.009917411,0.49056545
Ivl,0.005424107,5.111683488
Ivl,0.004431592,3.778790949
Jam3,1.84E-06,0.359816192
Jun,0.000680417,0.182263758
Junb,0.000258784,3.070204221
Kalrn,0.000113325,0.195867551
Kank2,1.88E-05,0.200002535
Kank3,0.0004542,0.083232553
Kank3,0.000463923,0.086251945
Kank4,6.55E-05,0.093673838
Katnal1,0.006814995,0.565181053
Katnal1,0.006953669,0.632576698
Kazald1,0.000509722,0.327289601
Kcna2,0.000400197,0.114754413
Kcna3,0.004081362,0.430330829
Kcna6,0.005416284,0.193830786
Kcna7,0.004647004,2.128492662
Kcnb1,0.000529074,0.216056474
Kcnd3,0.000788482,0.2358978
Kcnip3,0.044888345,0.387887592
Kcnip4,0.005038581,0.196985664
Kcnj12,0.000457144,0.093108648
Kcnj13,0.0007257,0.273539205
Kcnk1,0.002711057,5.12583275
Kcnk12,0.00137133,0.200602477
Kcnk2,0.002661694,0.425549311
Kcnk3,0.00030423,0.088256529
Kcnk7,0.002880245,3.131439902
Kcnmb4,0.000726648,0.072890066
Kcnmb4,0.004390332,0.406697069
Kcnq4,0.001186832,0.459067763
Kcnq5,0.002579646,0.267743172
Kcnrg,0.005600566,0.246170579
Kcnrg,0.001000953,0.256076621
Kcns3,0.000133543,0.058315724
Kctd1,0.000208767,8.359595357
Kctd10,0.000723488,0.402459755
Kctd12b,0.202080264,0.629321517
Kctd14,0.002002451,8.478877638
Kctd14,0.00631318,4.679960387
Kctd2,0.004819607,0.488244454
Kctd8,8.33E-05,0.243530078
Kdelc2,0.0003006,0.365830792
Kdelr2,0.002410513,2.452000168
Kdr,0.00048343,0.076894781
Kdr,0.000346621,0.077470176
Kdr,0.000388482,0.077602774
Kdr,0.000566587,0.081781453
Kdr,0.000316975,0.083900366
Kdr,0.000577147,0.084211564
Kdr,0.0008011,0.085129295
Kdr,0.001073181,0.085772642
Kdr,0.000496823,0.086164836
Kdr,0.000796629,0.090718119
Kif13a,0.000764229,0.387298595
Kif15,0.03310872,1.903001374
Kif1a,0.066825211,3.822493551
Kif1a,0.048095522,2.087320471
Kif20a,0.058800341,3.227323259
Kif20b,0.088816051,2.332687455
Kif21a,2.28E-05,3.867537964
Kif22,0.041216735,3.609742145
Kif23,0.011860595,3.231593642
Kif26a,0.086356321,0.39701217
Kif27,0.00509267,0.288740271
Kif2c,0.072481366,2.759269704
Kif4,0.006296976,2.910964017
Kif5a,0.000160272,0.235439381
Kif5a,0.000299649,0.242165244
Kif5a,0.000837913,0.242455369
Kif5a,7.70E-05,0.243743045
Kif5a,0.000105527,0.248612893
Kif5a,6.39E-05,0.25128602
Kif5a,0.001164529,0.252806376
Kif5a,0.000785141,0.265690104
Kif5a,0.005831753,0.269085812
Kif5a,0.00110523,0.282571716
Kif6,0.000741565,0.232519395
Kif6,0.008343051,0.27703969
Kif9,0.004939503,0.455651767
Kif9,0.009669949,0.459358271
Kifc1,0.089282228,2.87486842
Kifc2,0.001339252,0.555524607
Kifc3,0.001431201,0.50004069
Kit,0.002252611,0.059597442
Kit,0.001529356,0.060243506
Kitl,0.002705263,0.107413532
Klc3,0.000358817,2.445704853
Klf12,0.017732166,0.431789918
Klf2,0.000668309,0.104562749
Klf5,4.26E-05,5.831852891
Klf6,0.000828218,0.406959659
Klf7,0.000125326,0.227689236
Klf8,0.006265372,0.410594498
Klf9,0.005351207,0.257890833
Klhdc8a,0.007632486,2.079786635
Klhdc8b,0.001432748,0.410363377
Klhl17,0.031469206,0.588441997
Klhl25,0.025520666,1.99351143
Klhl5,0.000368967,0.151554697
Klk10,0.000314895,54.45819574
Klk11,0.000401542,62.93437816
Klk13,6.77E-06,44.42845384
Klk14,0.00079211,23.0846486
Kmo,0.007518876,0.36952508
Kndc1,0.001400955,0.210005181
Kndc1,0.008277896,0.470683047
Kng1,0.000665789,135.3355445
Kng2,0.000822375,35.10914594
Kntc1,0.091139465,2.206601286
Kpna2,0.070057786,1.85320604
Kremen1,0.000363124,2.491709938
Krt1,0.007095057,2.495292689
Krt10,0.002031564,8.176846336
Krt13,0.001433609,303.3811666
Krt13,0.000267224,148.2252295
Krt14,7.36E-05,650.462368
Krt15,0.000887207,87.53816843
Krt16,0.006152583,49.30947042
Krt17,8.08E-06,1146.16185
Krt19,0.000206056,6.629844229
Krt20,0.00013705,94.06258012
Krt222,4.64E-05,0.390136636
Krt23,0.013012995,5.512994291
Krt33b,0.009027857,9.420612874
Krt4,0.004485649,43.52181009
Krt42,0.000118721,14.35176087
Krt5,1.25E-05,4495.209853
Krt5,4.03E-05,176.6799063
Krt6a,0.000548955,799.3721868
Krt6b,0.002573156,648.4613265
Krt7,0.002444342,4.122669378
Krt79,0.001532999,0.076807709
Krt8,0.00125281,3.371053345
Krt8,0.002030774,3.075894693
Krt81,0.000200584,7.283273446
Krt83,0.000443069,30.52539231
Krt84,1.91E-05,29.0463284
Krt85,0.000239549,81.43224496
Krt85,0.000284329,5.90594382
Krtcap3,0.001497684,3.156093625
Krtdap,0.000175289,94.6672263
L1cam,0.002195932,2.361892086
Lactb2,0.021751716,1.907820884
Lactb2,0.009662489,1.795911189
Lad1,6.02E-05,30.71094271
Lama1,0.000668331,6.917463427
Lama2,0.000445546,0.167964952
Lama2,0.000945055,0.174231071
Lama4,0.003865566,0.29105564
Lamc1,0.007731603,0.456519465
Lamc3,0.003639375,0.208928563
Lamp2,0.000904415,3.027308874
Lamp3,0.004261214,0.149616067
Larp6,0.001077433,0.353236702
Lasp1,1.65E-05,2.134020476
Lass2,0.000630815,0.482569467
Lass3,2.91E-06,54.95063157
Lass4,0.000515109,0.222664411
Lat,0.001991089,0.168365267
Lats2,1.42E-05,0.280734471
Lax1,0.016606132,0.565915609
Lbh,0.001935274,0.339112178
Lbx2,0.000280242,0.228427609
Lca5,0.003319564,0.490750758
Lca5l,3.73E-06,4.480898773
Lca5l,0.000652775,2.543162736
Lck,0.003372717,0.12381815
Lcn2,0.008407855,10.18261748
Ldb2,0.000242965,0.227894901
Ldha,3.81E-06,5.26262671
Ldha,1.24E-05,4.984770846
Ldha,0.000213049,2.801916762
Ldhb,0.006494982,0.449180214
Ldhd,0.002037816,5.645667393
Ldoc1l,0.161491472,0.527804004
Lef1,0.002613755,0.134666823
Lef1,0.001886703,0.158818026
Lepr,8.67E-05,0.191533429
Lepr,7.63E-05,0.201235655
Lepr,0.000727466,0.260282216
Leprel2,0.000740667,0.440261477
Lgals2,0.002905007,0.168951876
Lgals3,0.049396061,2.205793991
Lgals7,0.00041702,9.255368216
Lgi3,0.006723308,0.094695939
Lgr4,0.000203488,3.333155443
Lhfp,0.001003835,0.230377342
Lhfp,0.000579535,0.250723406
Lhfp,0.000203879,0.25375891
Lhfp,0.00052673,0.256919315
Lhfp,0.00015262,0.261293759
Lhfp,0.001657023,0.26132387
Lhfp,0.000561996,0.261657403
Lhfp,0.001010746,0.262979706
Lhfp,0.000622612,0.273002403
Lhfp,0.094648979,0.331538857
Lhfpl1,0.000186564,8.132413592
Lhx6,0.000750502,0.449052387
Lifr,0.000711608,0.098956915
Lifr,0.002316664,0.202567055
Lifr,0.001831151,0.227678772
Lig1,0.042726173,1.816581679
Limch1,0.000989461,0.036764765
Limch1,0.001222041,0.040235524
Lims1,0.001184135,0.405769366
Lims1,0.003981537,0.433868993
Lims2,0.000592089,0.066919416
Lin52,6.70E-05,0.465682798
Lipg,0.00073251,0.223014696
Lipk,0.000390849,20.46714765
Litaf,0.005820616,2.619047854
Litaf,0.000369062,2.39453219
Lman1l,0.006886901,23.64012201
Lman2,4.09E-06,2.117620738
Lmbrd1,0.001276353,0.485255504
Lmnb1,0.00596386,3.328385134
Lmnb1,0.006552017,3.317628864
Lmnb1,0.00302481,3.246926601
Lmnb1,0.005590119,3.213307346
Lmnb1,0.005277682,3.186713414
Lmnb1,0.006048383,3.154199415
Lmnb1,0.007349568,3.118388625
Lmnb1,0.003747992,3.114479731
Lmnb1,0.004459086,3.071516639
Lmnb1,0.006893986,3.047031435
Lmo1,5.75E-06,39.53924914
LOC100044951,0.01554753,1.654190606
LOC100046950,0.012699057,0.515778323
LOC100047123,0.009166211,2.155573149
LOC100047210,0.00384561,0.433845387
LOC100047292,0.000103812,4.529719925
LOC100316870,0.000158063,0.452536394
LOC100502627,0.000360377,0.224517057
LOC100502680,0.003108342,2.038441235
LOC100503238,0.002112523,0.281810092
LOC100503757,1.27E-05,0.40991008
LOC100503757,0.000300289,0.41154258
LOC100504004,0.000161773,0.389975733
LOC100504710,0.001403488,0.273715552
LOC100504944,0.003295895,0.387540339
LOC100505122,0.000612191,2.270248658
LOC100505360,0.000143619,0.451924643
LOC632883,0.000484461,2.234596832
LOC633387,0.001940019,3.158870449
LOC635918,5.48E-05,7.938063504
LOC636713,0.009802325,4.141112882
LOC640793,0.011118959,1.833083385
LOC668917,0.000469718,2.034795037
LOC674321,0.000271196,2.108334379
Loxl3,0.005219567,0.416292195
Lpar3,0.00867647,0.129926506
Lpcat2b,0.000780625,0.336868031
Lphn1,0.000300443,0.282013721
Lphn3,0.000377936,0.127210776
Lpin2,0.003949137,0.310945875
Lrat,0.003331518,0.121240197
Lrch1,0.004624276,0.495628855
Lrch3,0.01735029,0.431886588
Lrfn4,0.005442059,2.449614666
Lrg1,0.003539856,6.980585458
Lrguk,0.006191571,0.175281105
Lrguk,0.004640506,0.23552564
Lrp1,0.009739886,2.32828891
Lrp3,0.000693492,0.331052223
Lrp4,0.00062884,0.164260039
Lrp8,0.000412787,3.701916686
Lrp8,0.004522201,3.187841949
Lrr1,0.042049282,3.586614016
Lrr1,0.04354563,2.509539118
Lrrc10b,0.000992578,0.167184172
Lrrc15,0.096446184,2.03015713
Lrrc16a,0.000863312,0.485835573
Lrrc17,0.00010841,0.059851571
Lrrc23,0.002478152,0.088422027
Lrrc26,0.000440415,7.716040077
Lrrc32,0.006004998,0.225273396
Lrrc34,0.006169697,0.220865982
Lrrc36,0.001053706,0.12392565
Lrrc4,0.007021996,16.23219523
Lrrc43,0.000979126,0.111891745
Lrrc43,0.001404709,0.124136187
Lrrc46,0.005704556,0.288755283
Lrrc48,0.005423893,0.251539998
Lrrc48,0.004881609,0.306117747
Lrrc4b,0.006825352,0.191895498
Lrrc4b,0.003601916,0.216708191
Lrrc4c,0.000975599,0.290668644
Lrrc51,0.004937694,0.459624524
Lrrc59,0.00011905,3.499629964
Lrrc59,0.000390172,2.657930232
Lrriq1,0.00188599,0.458375867
Lrrn3,0.000768663,0.05799623
Lrrn4,0.038578364,0.147345719
Lsm11,0.000106171,2.141492162
Lsr,0.001414891,2.595811551
Lss,0.029559631,1.757787589
Ltb4r1,0.000312162,4.878792327
Ltb4r2,0.00125586,9.455473296
Ltbp1,0.006656417,0.39839334
Ltbp4,1.71E-05,0.169203471
Ltbp4,7.35E-06,0.176801524
Ltf,0.00041735,373.2356269
Luc7l2,0.000280216,0.480912538
Ly6d,0.002774781,52.50040277
Ly6g6c,0.038270592,6.096404385
Ly6g6e,0.000148572,17.06689115
Ly6k,0.004733594,43.74579172
Lynx1,0.002997338,2.047209733
Lypd3,0.000138605,457.8214552
Lyplal1,0.004326614,2.568228934
Lyplal1,0.004936843,2.568086237
Lysmd2,0.000628367,0.320201043
Lyve1,0.006532588,0.239200592
Lyz1,0.01504551,0.11264895
Lyzl1,0.00144616,5.175876818
Mab21l3,2.89E-05,11.72299264
Macc1,0.004362089,2.888042837
Macf1,1.00E-06,0.182199487
Macrod1,0.062527103,0.586622961
Mad1l1,0.001160529,2.040867369
Mad2l1,0.040827351,2.395449341
Maged2,0.007872315,0.592468896
Magee1,0.000621312,0.439812329
Mall,0.001560924,9.045062622
Malt1,0.012365702,2.446443994
Mamdc2,0.001127399,0.042845058
Man1a2,0.000173676,2.671088622
Maob,0.000967012,0.212734964
Map3k3,0.002326508,0.443323785
Map3k3,0.00039042,0.448130639
Map3k3,0.000716987,0.448375075
Map3k3,0.002311653,0.449214646
Map3k3,0.000693879,0.450849693
Map3k3,0.005326505,0.465926936
Map3k3,0.001235898,0.472822846
Map3k3,0.000291211,0.473794121
Map3k3,4.86E-05,0.495930414
Map3k5,0.062451393,0.578480046
Map3k9,0.000702451,2.470978867
Map4k2,1.34E-05,0.333299019
Mapk12,0.006485944,0.57597223
Mapk13,8.15E-06,5.357424019
Mapk1ip1,0.002409796,0.530458336
Mapk1ip1l,0.000493416,2.173426875
Mapk6,0.001575086,2.430147154
Mapk6,0.006851047,2.42022468
Mapk8ip3,0.000542264,0.291666519
Mapk8ip3,0.000431082,0.342648459
Mapk8ip3,0.000732786,0.494071889
Mapkapk3,6.38E-05,3.253312053
Mapre2,0.000602613,0.308399775
Mapt,9.99E-05,0.019546781
Mapt,0.000167124,0.022199666
Mapt,0.000371802,0.023993664
Marcksl1,0.000299127,4.513815299
Mark1,0.000831485,2.687432967
Marveld3,1.97E-05,3.626042047
Marveld3,0.000100802,3.591470548
Mastl,0.095321149,2.566231108
Mbl1,0.004477812,0.386499148
Mbnl3,0.007741199,2.073879077
Mboat1,2.99E-05,12.03515345
Mboat2,0.000185661,3.915101669
Mbp,0.000333375,2.619959979
Mcc,0.001353835,0.21886701
Mcc,0.002987829,0.435818012
Mcf2l,0.002535655,0.20074136
Mcf2l,0.004714915,0.35257923
Mcm10,0.025961409,3.673747798
Mcm2,0.065494497,2.035776909
Mcm5,0.053213362,3.050022571
Mcm6,0.059062339,2.393104399
Mcph1,0.002426559,2.236252229
Mcpt1,0.00136523,48.71695361
Mcpt4,0.002369805,32.79262153
Mctp2,1.93E-05,3.563039463
Mdfi,0.000813369,9.177123024
Mdh1,0.000330658,2.401665245
Mdh1b,0.002821775,0.22250692
Me1,0.000536976,4.335115917
Me1,0.001574954,4.317988719
Me1,0.004189873,4.165282883
Med14,0.002080525,3.252569434
Mef2c,0.005128739,0.359338757
Megf10,0.002324924,1.971158003
Megf6,0.004935967,0.496218783
Meig1,0.006096225,0.156231783
Meis1,0.010194765,0.270113989
Melk,0.011357409,6.515935691
Memo1,5.16E-07,2.785485235
Meox1,0.005708644,0.373087562
Meox2,0.000773963,0.096455734
Mertk,0.012706144,0.228261843
Mesdc1,0.007015829,0.44338127
Met,0.001119126,5.254480709
Met,0.001183654,4.896660927
Met,0.001335172,4.837340678
Met,0.001154449,4.806089957
Met,0.001270131,4.730754746
Met,0.00140361,4.447487654
Met,0.001249059,4.395540593
Met,0.001400088,4.351119555
Met,0.001700669,4.142801919
Met,0.004305771,3.908219541
Mettl7a2,4.16E-05,0.291966001
Mettl9,0.000163479,2.29218341
Mex3a,0.005244885,3.300574489
Mfap2,0.000942334,0.091514841
Mfap2,0.001182377,0.131363543
Mfap3l,0.005584499,2.838856524
Mfap4,0.00117753,0.040072421
Mfhas1,0.001133106,0.356577029
Mfi2,0.02192066,4.745440874
Mfng,0.000700725,0.168697094
Mfng,0.000483463,0.175281234
Mfsd6l,0.003502999,0.38512878
Mfsd9,0.010554181,2.471012
Mgat3,0.00014595,5.52040319
Mgat4a,0.000149801,6.993156111
Mgll,0.001001536,0.260802685
Mgll,0.006368939,0.271693229
Mgll,0.002691821,0.288692868
Mgmt,0.000197506,6.772920326
Mgst2,0.001216743,6.349515758
Mgst3,0.000192092,2.114399347
Mib2,0.008499155,0.57582076
Mical2,0.000659081,0.275033089
Micalcl,0.004086799,0.473776995
Micall2,0.007231715,5.435405361
Mid1ip1,0.000869656,0.227647789
Mif,0.000198586,4.372621586
Mif,0.000460819,4.137778199
Mif,0.000798361,4.132827912
Mill2,0.000254054,0.140980015
Mki67,0.106773165,2.761635432
Mki67,0.12117605,2.722115252
Mlf1,0.004076892,0.205084937
Mlf1ip,0.033860024,1.62012191
Mlkl,0.001783823,2.696428633
Mllt6,0.000590627,0.400305829
Mlph,0.000611892,9.733623284
Mlxipl,0.028847591,0.365939679
Mmab,0.001485947,1.913253545
Mmd,0.000197479,0.290482517
Mmd,0.000457824,0.324849641
Mme,0.002058469,0.109177674
Mme,0.000553659,0.133585271
Mmp12,0.023065334,7.374938687
Mmp14,0.000494957,5.556632945
Mmp28,0.003068033,0.571474533
Mmrn1,0.003736541,0.317851108
Mmrn2,0.000224432,0.313089698
Mn1,0.009340955,0.260059047
Mnd1,0.020243438,2.703257892
Mnd1,0.015478723,2.671589181
Mnda,0.008500252,0.302234886
Mndal,0.000597774,0.292470656
Mns1,0.007777398,0.17789597
Mns1,0.009791081,0.199245188
Mns1,0.00529306,0.201174868
Morc1,0.001564276,4.364468443
Morn3,0.002257348,0.4112646
Moxd1,5.24E-05,69.0026674
Mpdu1,0.001055557,2.219839313
Mpdz,0.00013043,0.351103836
Mphosph6,0.004381135,5.713720876
Mpl,0.02532162,0.378719613
Mpp7,0.009999297,2.171521947
Mpzl2,1.28E-05,23.17317337
Mpzl3,5.66E-05,5.82033407
Mpzl3,7.79E-05,5.056105455
Mpzl3,8.42E-05,4.611018563
Mras,0.087871549,0.647999211
Mre11a,0.003799713,2.42162074
Mreg,0.002519724,4.809828879
Mrgpre,0.006705628,2.318563397
Mrpl17,0.000140839,2.22820685
Mrps18b,0.000407131,2.095118252
Mrps18b,0.000435548,2.001539339
Mrps35,0.001094019,2.036285317
Mrps35,0.000751965,2.029938409
Mrps35,0.002251775,2.028351501
Mrs2,0.000213841,1.856880559
Mrto4,0.001263811,2.023818477
Mrvi1,0.007491473,0.442235785
Ms4a1,0.043235003,0.094054781
Ms4a14,0.004789545,2.1129819
Ms4a15,0.090467416,0.374744314
Ms4a4b,0.003271511,0.044708074
Ms4a4c,0.001273807,0.056915372
Ms4a4c,0.002144764,0.128989799
Ms4a4d,0.001035642,0.106824781
Ms4a6b,0.008545974,0.231529995
Ms4a7,0.002545384,3.986934993
Msh5,0.001991083,2.060769126
Msh6,0.001096095,3.848122271
Msi1,0.000397159,3.046739618
Msn,0.001057858,0.286708304
Msr1,0.037091061,3.48301402
Mst1,0.000360295,35.05752463
Mst1,0.000219001,31.71288279
Mst1r,0.000225928,6.664747103
Mst1r,0.000201414,6.600887367
Mst1r,0.000235394,6.583907249
Mst1r,0.000234705,6.572784828
Mst1r,0.00027177,6.486967514
Mst1r,0.000314609,6.416747432
Mst1r,9.82E-05,6.304817805
Mst1r,0.000348843,6.175263792
Mst1r,0.000302277,5.995295879
Mst1r,0.000557961,5.776620451
Mta3,0.000321955,2.222238174
Mtap2,0.006307024,0.228561469
Mtap2,0.003585983,0.335544248
Mtap4,1.58E-05,0.298643186
Mtap7,0.001065947,2.883775281
Mtap7,0.001890408,2.775547246
Mtap7d1,0.000500407,0.298776897
Mtap7d1,0.000597925,0.332024783
Mtap7d3,0.001147595,0.191101649
Mtap7d3,0.009741887,0.303322429
Mtch2,0.000771174,2.186037299
Mtcp1,0.003222665,0.49480653
Mtcp1,0.033493927,0.584554722
Mthfd1l,0.007408752,3.318895011
Mthfd1l,0.00681421,2.988356388
Mthfd2,0.006169975,2.858061491
Mtif2,0.000107191,0.481456705
Mtss1l,0.000882791,0.186864178
Mtus1,0.027250616,0.618600983
Muc20,6.40E-05,12.00725998
Muc20,0.004554503,5.582524368
Muc4,0.01665913,4.193260272
Muc4,0.015217526,3.693641795
Muc5ac,0.005249089,28.03216052
Muc5b,0.000701284,89.19765391
