Gene,FDR,FC
Tnfaip2,0.000147065,2.411516294
Tnfaip8,0.001069982,3.324268753
Tnfaip8,0.009356572,2.97451661
Tnfaip8l1,0.00015598,3.854263276
Tnfrsf12a,0.146787127,1.700449114
Tnfrsf19,0.007858482,0.150905263
Tnfrsf22,0.00289224,5.040100055
Tnfrsf22,0.002722822,2.568757798
Tnfrsf23,0.00074607,13.15001788
Tnfrsf23,0.001825984,6.160094393
Tnfrsf25,0.009537671,0.194493223
Tnfrsf4,0.033072562,1.60320361
Tnfrsf9,0.007511565,20.5224779
Tnfsf10,0.004592042,0.089801122
Tnfsf12,0.000902767,0.212230438
Tnfsf13b,0.000486874,0.210154148
Tnfsf15,8.65E-05,0.218158496
Tnfsf18,0.000251614,6.883528896
Tnip3,0.001822087,6.414074379
Tnip3,0.023459752,5.496963514
Tnk1,0.003846756,2.676466487
Tnk1,0.001440493,2.595239286
Tnks2,0.000332953,2.044812052
Tnn,3.13E-05,0.016243496
Tnni2,0.013620568,2.762659002
Tnnt3,0.004371819,0.295390794
Tnrc6c,0.001647468,0.513869392
Tns1,8.08E-05,0.053379313
Tns1,3.68E-05,0.055944247
Tns3,0.021209653,0.604142907
Tns4,0.000937301,3.904990515
Tnxb,4.38E-05,0.078419326
Tomm7,0.015769487,0.662695425
Tonsl,0.001481454,2.237869377
Top1mt,0.004365298,2.159613125
Top2a,0.060976804,4.083018361
Tox,0.000666919,0.395038574
Tox3,0.002539663,0.227222901
Tpbg,0.000732418,6.990000733
Tpd52,0.000141677,2.809667997
Tpd52,0.000470523,2.748486071
Tph1,0.105369675,2.686113767
Tpi1,7.64E-06,5.971577459
Tpi1,6.42E-06,5.378257505
Tpm1,0.001539156,4.547620227
Tpmt,0.005681761,2.118172372
Tpmt,0.000720335,1.999911641
Tppp,3.62E-05,0.129393265
Tppp3,7.95E-05,0.044207894
Tprg,0.005803779,18.98726577
Tprgl,6.39E-05,0.357467834
Tprn,9.77E-05,5.307006074
Tpx2,0.045204646,4.02486507
Traf1,0.001085218,0.129297721
Traf3ip3,0.002813438,0.219591454
Traf4,0.003223747,3.61027571
Traf4,0.002256696,3.59054129
Traf4,0.00300524,3.588535611
Traf4,0.003875072,3.565172393
Traf4,0.00430396,3.55829376
Traf4,0.002608269,3.438112009
Traf4,0.005145962,3.421640571
Traf4,0.006104746,3.359844182
Traf4,0.00575299,3.350026701
Traf4,0.005912206,3.286781567
Traf5,0.000977685,0.268162385
Traip,0.084252458,2.678592268
Trak2,0.000162377,0.347131848
Trak2,0.000302183,0.353841841
Trappc6a,1.18E-05,2.18974512
Trat1,0.007056779,0.240457003
Treml1,0.002026431,0.124628818
Tril,0.000138349,0.099435085
Trim10,0.167794506,2.2122127
Trim13,0.000840711,5.862690094
Trim13,0.000509872,5.100821288
Trim15,0.004675036,17.55429405
Trim29,0.003052618,9.506978156
Trim35,0.003672953,0.361266303
Trim44,0.002484256,0.48222998
Trim59,0.001671879,4.291012375
Trim59,0.000910602,3.940282
Trim71,0.009972226,0.476197381
Triobp,0.000168247,0.493637765
Trip13,0.017458666,4.727477348
Trip13,0.01234812,4.583162325
Trip13,0.021907191,4.428262548
Trip13,0.018494703,4.404106221
Trip13,0.023485476,4.34762832
Trip13,0.017623629,4.222435128
Trip13,0.019936615,4.155302606
Trip13,0.025359572,4.054705064
Trip13,0.025358507,4.045684979
Trip13,0.032695613,3.814418288
Trmt6,0.000574241,2.012058817
Trnp1,0.003837737,0.157535834
Tro,0.000321301,0.134386999
Trp53i13,0.000786848,0.433364966
Trp63,0.00014697,154.012659
Trp63,0.000191492,57.57481142
Trp63,0.001345129,7.586111165
Trpc1,0.000992728,0.354426013
Trpc3,0.008393464,0.322359535
Trpc6,0.00173228,0.269391475
Trpv4,0.005474683,5.676498599
Trpv4,0.007183487,4.661463512
Tsc22d1,0.010516083,0.585767427
Tshb,0.005558915,0.093293204
Tslp,0.007588969,0.132689249
Tsnaxip1,0.003625816,0.249646205
Tspan1,0.00230231,3.478795904
Tspan13,0.000716566,0.138550669
Tspan15,0.00059776,0.362680999
Tspan17,0.001121989,0.476621389
Tspan18,0.000393939,0.029330667
Tspan18,0.000113386,0.059631358
Tspan2,0.000106773,0.355960329
Tspan2,0.002979629,0.379436964
Tspan3,0.000149502,2.257923972
Tspan33,0.000601821,29.78137493
Tspan6,0.001958693,6.030220289
Tspan7,0.000137277,0.032640775
Tspan8,0.003907308,0.186853039
Tspyl3,0.037350646,0.421843381
Tspyl4,0.04761176,0.406400181
Tsr1,0.000707657,2.400256077
Tsr1,0.001934953,2.390411252
Tsr2,0.062419093,0.591742155
Tsta3,1.71E-05,2.488465923
Ttbk2,0.001100574,0.474820063
Ttc12,0.000828421,0.382907454
Ttc12,0.005491706,0.451910997
Ttc16,0.001933327,0.238956623
Ttc19,0.00115347,2.580718716
Ttc19,0.000682977,2.471542719
Ttc19,0.002048595,2.437224878
Ttc19,0.000119351,2.423069468
Ttc19,0.000316669,2.415876413
Ttc19,0.000827374,2.407143745
Ttc19,0.001844788,2.392904237
Ttc19,0.000997481,2.38548495
Ttc19,0.000958262,2.253030308
Ttc19,0.000884785,2.202628129
Ttc21a,0.002469311,0.251083319
Ttc22,0.000396007,8.340519635
Ttc25,4.73E-05,0.161628296
Ttc25,0.001610467,0.372858241
Ttc28,0.001947894,0.254053054
Ttc28,0.001959988,0.28015845
Ttc28,0.005855783,0.509753653
Ttc29,0.000784629,0.082562754
Ttc29,0.006102356,0.305547479
Ttc34,0.005600886,0.329894362
Ttc36,0.010081836,1.476341377
Ttc39a,0.000353595,7.156508467
Ttc39a,9.76E-05,6.09103037
Ttc39a,0.000246671,3.403657966
Ttc39b,0.001683209,2.436069283
Ttc7b,0.003410207,0.218573062
Ttc9,0.000131151,7.613396384
Ttll10,0.002166005,2.576504591
Ttll12,0.000607428,2.212516009
Ttll3,0.00325799,0.318231989
Ttll3,0.001680856,0.393284077
Ttll3,0.001582928,0.399115393
Ttll6,0.000186045,0.198127527
Ttll6,0.001677928,0.268611696
Ttll9,0.00354763,0.11288717
Ttyh3,0.00055582,0.397551946
Tuba1a,0.000213793,0.174405398
Tuba1a,0.000408807,0.183527143
Tuba1c,0.000376797,4.578750955
Tuba1c,0.000624251,4.168846612
Tubb1,0.005449266,0.232028444
Tube1,0.001165451,3.302210226
Tusc5,0.000708458,0.142812785
Twist2,0.005518277,0.254940854
Txk,0.01222882,0.188567377
Txlng,0.004846427,0.474345318
Txndc16,0.002643545,0.407259927
Txndc6,0.003382868,0.151540799
Ube2c,0.045142412,4.078246381
Ube2c,0.064194601,3.977435513
Ube2d3,0.000823313,1.589970276
Ube2l3,0.003713999,1.980816774
Ube2l3,0.021012055,1.605552363
Ube2n,0.000336104,2.391116813
Ubfd1,0.005890248,2.162732547
Ubl3,0.001937514,0.444302105
Ubr1,0.003140168,0.485253782
Ubtd1,0.000145556,2.644744507
Ubxn8,0.000484321,2.141086095
Uchl4,0.001534528,3.289177659
Uck2,4.18E-05,7.554577123
Ucp3,0.005507009,0.437274679
Ufm1,0.000381323,2.360455957
Ugt1a10,0.003325049,5.529912244
Ugt1a10,0.003375789,3.415683794
Uhrf1,0.014799481,4.735097331
Uhrf1,0.003047717,2.981655596
Ulk2,0.000341159,0.493828811
Ulk4,0.002735564,0.333259135
Unc45b,1.60E-05,0.109755482
Unc5a,0.009150009,13.74412234
Unc5c,0.001408428,0.139935657
Upk1b,0.006362257,5.241628143
Upk1b,0.005863228,5.1693121
Upk1b,0.007460484,5.121576093
Upk1b,0.005703164,5.115785988
Upk1b,0.006979301,5.115262088
Upk1b,0.006935728,4.990384875
Upk1b,0.007278367,4.988202322
Upk1b,0.006132224,4.9756829
Upk1b,0.005936286,4.945412788
Upk1b,0.008245289,4.902258657
Upk3b,0.003420296,0.135461974
Uqcrq,2.23E-05,2.427228198
Uroc1,4.66E-06,14.42845471
Ushbp1,3.92E-05,0.063784175
Ushbp1,0.000598251,0.12237669
Usp11,0.000261279,0.345504331
Usp13,0.00680606,0.348998776
Usp53,0.005439757,2.675343621
Utp6,0.000836141,0.491256884
Utrn,0.000438913,0.310758269
Uts2,0.107384384,1.930704105
Uxs1,0.001267123,2.073127507
Vamp2,0.00159841,0.563161436
Vangl1,0.000216421,4.044604588
Vangl1,0.000648132,2.960334585
Vapb,0.010370096,0.524103407
Vasn,0.005334953,0.41415364
Vasn,0.001322849,0.440417398
Vax2,0.000826278,2.184481655
Vcam1,0.002230967,0.360187466
Vegfa,0.012341178,0.311752877
Vegfa,0.033027337,0.363932484
Vegfa,0.032911934,0.377284599
Vegfc,0.001378174,0.256457489
Vezf1,0.005184331,0.582611823
Vill,0.001196606,6.767866646
Vipr1,3.01E-05,6.129575656
Vipr2,0.000128182,0.026383327
Vipr2,0.000495701,0.314522477
Vipr2,0.006637738,0.335002629
Vldlr,0.000729416,0.317339944
Vmn1r204,0.005733111,2.435384362
Vpreb3,0.000811863,0.13668755
Vps53,0.000154988,2.754424844
Vsig1,0.000215096,28.58729939
Vsig8,1.70E-05,13.71858088
Vstm2b,0.000646554,0.337629988
Vtcn1,0.003531443,4.132188393
Vtn,0.007067232,0.12916655
Vtn,0.007757038,0.136651237
Vtn,0.003649768,0.138157297
Vtn,0.010456734,0.13916612
Vtn,0.003749969,0.13997793
Vtn,0.008897624,0.141735862
Vtn,0.006930663,0.145382184
Vtn,0.007955274,0.151302183
Vtn,0.003957917,0.154653148
Vtn,0.001387913,0.176152103
Vwa1,0.000195577,5.23622414
Vwa2,0.002882646,2.769943232
Vwa3a,0.003708676,0.115207258
Vwf,0.000500538,0.267572316
Wdr1,0.000530683,2.525170704
Wdr43,0.000312294,2.194669949
Wdr45,0.006106362,0.418635842
Wdr45,0.004503398,0.44623537
Wdr52,0.001374728,0.166127541
Wdr52,0.000329804,0.415132942
Wdr69,5.43E-05,0.336791932
Wdr72,0.000251923,21.00884758
Wdr72,0.003553731,7.088915999
Wdr78,0.002139473,0.230079898
Wdr86,0.0175226,0.435321095
Wfdc10,0.005032242,0.199921681
Wfdc16,6.53E-05,0.120350875
Wfdc16,0.000214047,0.181278683
Wfdc6a,0.062891833,0.415954593
Wfdc8,0.002125869,0.139209009
Wif1,0.009793469,0.105518387
Wipf3,0.003010025,0.246029368
Wisp2,0.000179624,0.269998397
Wnk1,0.000182538,0.476603542
Wnk4,0.002399255,3.47367253
Wnt1,0.000744742,0.272608883
Wnt10a,2.10E-05,325.3979195
Wnt10b,0.000197618,0.225020312
Wnt2,3.19E-05,0.079170337
Wnt4,0.00313176,5.15163084
Wnt7a,0.009013177,0.16678729
Wnt7b,0.000295304,14.49490561
Wscd1,0.006928852,0.260189665
Wwc1,2.34E-05,0.494204636
Wwc2,2.56E-06,0.439304985
Wwp1,0.00172184,0.477581683
X99384,0.002685179,0.375927021
Xaf1,0.009291434,0.350768668
Xlr,0.000554643,0.441783518
Xlr3b,0.000999125,0.09435835
Xpnpep2,0.001104898,0.11752116
Xrcc3,1.58E-05,3.61028139
Xrcc5,0.000249211,2.724540903
Yaf2,0.000280405,0.591216016
Ybx2,0.037775688,2.20267057
Ydjc,0.000251426,5.938940497
Yipf6,3.79E-06,3.677199153
Ysk4,0.00640144,0.427430778
Zan,0.000273933,0.231753886
Zbbx,0.000698029,0.299555698
Zbbx,0.008253381,0.358978842
Zbtb10,0.000627255,0.280116426
Zbtb10,0.000889268,0.322749249
Zbtb20,3.65E-05,0.2282718
Zbtb37,0.001422869,0.421782529
Zbtb4,0.002114359,0.387771085
Zbtb4,0.000973684,0.403925306
Zbtb46,0.041586255,0.360888601
Zbtb46,0.004530093,0.378950098
Zcchc12,0.008543489,0.291951557
Zcchc14,0.009283616,0.498758093
Zcchc24,8.12E-05,0.171395992
Zcchc24,0.000113698,0.179358066
Zdhhc13,0.001151733,1.933763355
Zdhhc17,0.00249273,0.425299871
Zdhhc17,0.000533395,0.442317545
Zdhhc21,0.009345851,3.164660058
Zdhhc21,0.001448283,3.14846349
Zdhhc24,0.005577142,1.959624458
Zdhhc5,0.003344677,2.004778889
Zdhhc9,0.007084062,2.807345431
Zdhhc9,3.53E-05,2.403578576
Zeb1,7.03E-05,0.131165853
Zeb2,0.004286663,0.228052285
Zeb2,0.009678819,0.325891903
Zfand1,0.006237461,2.213921903
Zfand1,0.009621766,2.10975017
Zfp105,0.031921896,0.52570588
Zfp128,0.000268497,0.526631617
Zfp14,0.001518605,0.346866839
Zfp185,0.004681926,4.826712072
Zfp187,0.003208067,0.546053034
Zfp189,0.002627243,0.389686502
Zfp287,0.002868523,0.309635062
Zfp296,0.004042039,3.316396486
Zfp30,0.00100095,0.424476866
Zfp318,0.003190039,0.413417191
Zfp318,0.000874885,0.454231931
Zfp354a,0.032070001,0.465138588
Zfp354a,0.05066642,0.501973887
Zfp354a,0.034030753,0.502169067
Zfp354a,0.027776808,0.503846462
Zfp354a,0.047995244,0.516263468
Zfp354a,0.039398155,0.525541941
Zfp354a,0.054621513,0.535260045
Zfp354a,0.068048401,0.559408795
Zfp354a,0.054319243,0.56544453
Zfp354a,0.061693356,0.587495792
Zfp354b,0.000705195,0.397875473
Zfp354c,0.00058164,0.420056653
Zfp354c,0.029400261,0.508863517
Zfp365,0.001262261,0.191146429
Zfp428,0.000455163,2.897691873
Zfp454,0.01960754,0.384949743
Zfp467,0.054730037,0.520258113
Zfp474,0.001389816,0.214780487
Zfp503,0.047261976,0.469943987
Zfp52,0.005914539,1.940743194
Zfp521,0.003204318,0.473817011
Zfp57,0.007134283,0.481097325
Zfp583,0.001432992,0.281376088
Zfp599,0.000199476,3.176169392
Zfp64,0.000271555,2.403567484
Zfp641,0.000466506,0.156142606
Zfp647,0.009315728,0.506959346
Zfp658,0.00029983,0.468209098
Zfp663,3.44E-05,0.299406897
Zfp672,0.001852602,3.01771209
Zfp697,0.000554292,0.209825559
Zfp704,0.0230618,0.373732405
Zfp711,0.009411219,0.341225866
Zfp712,0.007663762,0.598966841
Zfp74,0.004499045,2.317420642
Zfp747,3.96E-06,0.516848205
Zfp750,5.07E-05,29.77391759
Zfp760,2.29E-06,0.409149948
Zfp763,0.042463286,0.629589834
Zfp764,8.70E-05,0.470645364
Zfp874b,0.00014261,0.440838839
Zfp879,0.198790776,0.682897909
Zfp882,0.003142603,0.307244828
Zfp882,0.032094739,0.520617002
Zfp945,0.013341264,0.449637675
Zfp945,0.005948578,0.456008505
Zfpm2,0.010029139,0.473358591
Zfyve21,5.77E-05,0.358164113
Zfyve28,0.006473548,0.245941046
Zhx3,0.000840146,0.327446768
Zkscan1,0.000456997,2.128812666
Zkscan4,0.052361723,0.487855553
Zmat1,0.007641873,0.421625348
Zmat4,0.002882035,0.239707001
Zmynd10,0.003646098,0.125318758
Znrf3,0.012298494,0.61159744
Zranb3,0.010422294,4.586401878
Zranb3,0.044089616,2.348966263
Zrsr1,0.00233579,0.288420909
Zscan18,0.007401654,0.459501
Zwilch,0.003337481,3.232769854
Zwilch,0.040677013,2.904844208
Zyx,0.001584382,0.245600546
